LAMMPS data file via write_data, version 2 Aug 2023, timestep = 5500000, units = real

1296 atoms
2 atom types

-11.625589196893786 11.625589196893786 xlo xhi
-10.928208686712706 10.928208686712706 ylo yhi
-13.429249276974724 13.429249276974724 zlo zhi

Masses

1 1.00794
2 15.9994

Atoms # full

1049 1 1 0.3915007157667169 -9.91903099761859 -7.377618144199467 -10.213724880163095 1 1 0
1048 1 2 -0.732960901078346 -10.827812691928091 -7.671343791360112 -10.0169997919225 1 1 0
1102 1 2 -0.7389699635266804 -8.631713820034635 -10.669352893421443 -12.416014323161878 1 1 1
943 1 2 -0.751539407401273 -8.393650138772086 -6.641750365570238 -9.798398152651854 2 0 0
945 1 1 0.3862282142252098 -8.081687594921155 -5.763076624716601 -10.194893217530781 2 0 0
733 1 2 -0.7486434743996947 -10.952420359431574 -10.037604054658804 -11.25590478526779 0 -1 0
1104 1 1 0.3896956083764679 -9.504206958582099 -10.412378653097804 -11.955351861343475 1 1 1
735 1 1 0.3804149790341773 -10.828278554223575 -9.180242217554579 -10.686120964435753 0 -1 0
734 1 1 0.3640745008721775 -11.238740089969504 -10.803961552884816 -10.560674223730118 0 -1 0
879 1 1 0.3764646735904135 -10.32676426548172 -6.012015926987679 -13.396782894630002 1 -2 0
1174 1 2 -0.7664326316409559 -10.505034376784591 -10.303597428143693 -4.945988335706125 -1 0 1
183 1 1 0.3782814410976685 -9.581017057512371 -7.567943161162076 -4.868704143662452 0 2 -1
181 1 2 -0.7548539943682857 -9.823993634009375 -7.988818378912545 -5.771229896880536 0 2 -1
182 1 1 0.3857574071589104 -10.053603044432132 -8.98109332810709 -5.557446982941257 0 2 -1
1176 1 1 0.3660850976160642 -11.444529238413002 -10.473708322424 -5.433581882528336 -1 0 1
944 1 1 0.3822399019083207 -8.217969121285742 -6.702906605186877 -8.820184241821917 2 0 0
617 1 1 0.3739956320170173 -8.35873026575839 -7.715683655308462 -6.666170859917715 -2 1 1
695 1 1 0.3627018930700719 -7.921954260418456 -10.520681939676026 -8.340324152592075 0 -1 0
261 1 1 0.3802929111280197 -11.036915905576047 -7.313976911560493 -6.87056877064193 2 -1 0
1050 1 1 0.3759489732179862 -10.954467121968557 -7.5918162850071855 -8.94849370442795 1 1 0
750 1 1 0.3704581989730157 -9.086540077103502 -7.778457735973417 -0.1139791110050821 -1 -1 0
346 1 2 -0.7441758825190904 -9.274201011418647 -6.658022158694048 -3.401132595626188 0 2 0
347 1 1 0.3694279088592534 -9.791859612079918 -5.796155675704945 -3.504850619298013 0 2 0
348 1 1 0.3202125591931426 -9.532824712738295 -7.015625983990093 -2.4098459040381277 0 2 0
986 1 1 0.3709965568438769 -11.031402419195024 -10.193143581519873 -2.176965546940273 1 -1 1
748 1 2 -0.740903194066905 -10.026049160321323 -7.486996050454276 -0.5182417326569324 -1 -1 0
987 1 1 0.3607356052784729 -10.279180978388949 -8.867019050086206 -2.1627388008375568 1 -1 1
1175 1 1 0.3755015185689849 -10.759822609072392 -9.903303367091528 -4.083592021659946 -1 0 1
749 1 1 0.3595007471604955 -9.93004192540678 -6.5053800007936085 -0.5577383510556274 -1 -1 0
985 1 2 -0.7361771131621994 -11.070719071461308 -9.28740250624387 -2.538186204152031 1 -1 1
456 1 1 0.3244045121934683 -7.814055402121188 -8.222310703786206 -3.582121749754294 0 1 0
1211 1 1 0.3373879019249343 -7.754107804629769 -5.5252618627918775 -3.048747217142837 -1 -2 1
