LAMMPS data file via write_data, version 2 Aug 2023, timestep = 40000, units = real

10368 atoms
2 atom types

-11.263139055006974 34.731655283989774 xlo xhi
-10.587500725609251 32.64821862563079 ylo yhi
-13.010566556741274 40.120122056739056 zlo zhi

Masses

1 1.00794
2 15.9994

Atoms # full

3474 3 1 0.5897 -6.252968253233942 -7.8931210978926565 -6.379624474278726 1 -1 5
4962 4 1 0.5897 -9.172497304642395 -6.523577335887592 -7.717463200447784 -1 -3 0
3473 3 1 0.5897 -6.994936970033669 -6.768952878343047 -7.070710468176686 1 -1 5
3472 3 2 -1.1794 -6.134797831319168 -7.184894881767882 -7.012612468701173 1 -1 5
1655 2 1 0.5897 -6.013961622772569 -6.655618944720933 -10.42966040831962 -5 -1 -1
1654 2 2 -1.1794 -6.325751983217967 -5.9477785048656 -10.993549687124602 -5 -1 -1
7776 6 1 0.5897 -10.30506580388272 -7.315226601596153 -10.928751983661126 -4 -5 -5
3088 3 2 -1.1794 -10.019214993820594 -7.58541213357624 -8.992604172879782 -5 7 -2
7774 6 2 -1.1794 -10.55112232764457 -7.465416196345735 -11.841506977748198 -4 -5 -5
3090 3 1 0.5897 -9.713394337990517 -8.49043426054122 -9.05286292028113 -5 7 -2
4960 4 2 -1.1794 -8.556979126599403 -5.864194740895777 -7.3971908092929475 -1 -3 0
7484 6 1 0.5897 -6.456118977196099 -9.135910233836338 -10.426764299348473 -2 7 -2
7483 6 2 -1.1794 -7.100947137655416 -9.595096912076484 -10.96487826401942 -2 7 -2
31 1 2 -1.1794 -6.553558597971539 -9.077910894324841 -5.0438218305528615 5 6 -2
7715 6 1 0.5897 -8.219830757509994 -9.589988079806014 -5.063728500984973 -5 -5 0
32 1 1 0.5897 -6.141834584924156 -9.941384327761442 -5.010363801956311 5 6 -2
7485 6 1 0.5897 -7.752650061978386 -9.912649457844497 -10.339845368110955 -2 7 -2
7714 6 2 -1.1794 -9.147655210077676 -9.751691327609063 -4.892800711364713 -5 -5 0
